DrLLPSID UniProtID Genename EnsemblGeneID Species Condensate LLPSType References 
LLPS-Cae-0055 G5EC98 ctps-1 WBGene00012316 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0056 P55853 smo-1 WBGene00004888 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0057 P91918 snr-2 WBGene00004915 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0058 Q17336 let-858 WBGene00002957 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0060 Q9XWI6 eif-3.B WBGene00001225 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0061 P34476 rpac-19 WBGene00010230 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0062 Q19537 rpa-1 WBGene00017546 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0064 Q93454 rae-1 WBGene00003803 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0065 Q23680 vha-9 WBGene00006918 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0066 Q20932 byn-1 WBGene00000276 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0068 Q95008 pas-5 WBGene00003926 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0069 Q18678 sars-1 WBGene00005663 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0071 Q09600 vps-11 WBGene00011067 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0072 Q22799 dlc-1 WBGene00001005 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0073 P34339 egl-45 WBGene00001209 Caenorhabditis_elegans P-body,Pgranule Regulator 2218009119805810 
LLPS-Cae-0074 G5EGK8 let-92 WBGene00002363 Caenorhabditis_elegans P-body,Pgranule Regulator 2.21800911980581E+23 
LLPS-Cae-0075 P91280 CELE_F27C1.6 WBGene00017855 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0076 Q19584 ufd-1 WBGene00006733 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0077 Q22135 nifk-1 WBGene00011408 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0080 O76371 rpt-5 WBGene00004505 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0081 Q9N337 mdt-6 WBGene00003164 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0082 Q19020 dhc-1 WBGene00000962 Caenorhabditis_elegans Centrosome/Spindlepolebody,Pgranule Regulator 1.53316651553038E+47 

LLPS-Cae-0083 Q95Y90 rpl-9 WBGene00004420 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0084 Q20364 sly-1 WBGene00009654 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0085 Q93830 exos-3 WBGene00010325 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0086 Q966C6 rpl-7A WBGene00004419 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0087 Q9XW92 vha-13 WBGene00013025 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0090 Q18212 hel-1 WBGene00001840 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0091 Q9N358 cct-8 WBGene00021934 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0092 Q9N4U1 CELE_Y49F6B.2 WBGene00021715 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0093 Q09522 E02H1.1 WBGene00008455 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0094 Q10578 rpb-2 WBGene00016140 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0095 Q9TXU7 eif-1.a WBGene00019162 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0096 O76618 cars-1 WBGene00000800 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0097 C0HLB4 vha-3 WBGene00006911 Caenorhabditis_elegans P-body,Pgranule Regulator 2218009119805810 
LLPS-Cae-0098 P49181 rpl-36 WBGene00004450 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0099 O44410 T07A9.8 WBGene00020296 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0100 P51403 rps-2 WBGene00004471 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0101 Q19329 tag-151 WBGene00006497 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0102 Q27492 rpc-2 WBGene00017300 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0103 Q9UAY9 rpac-40 WBGene00019275 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0104 A3QMC8 tag-335 WBGene00016583 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0105 Q05062 cdc-42 WBGene00000390 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0106 Q21735 ran-4 WBGene00004305 Caenorhabditis_elegans P-body,Pgranule Regulator 2218009119805810 
LLPS-Cae-0107 P61866 rpl-12 WBGene00004424 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0110 O61815 B0511.6 WBGene00015232 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0111 Q94300 rpl-11.1 WBGene00004422 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0113 Q9XVF7 rpl-2 WBGene00004413 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0114 Q9N5N9 CELE_H06I04.3 WBGene00019168 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0115 Q95XQ8 mcm-4 WBGene00003156 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0116 P46502 rpt-3 WBGene00004503 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0117 P46769 rps-0 WBGene00004469 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0119 P49196 rps-12 WBGene00004481 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0121 Q9BL83 vps-4 WBGene00021334 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0122 O17218 rps-22 WBGene00004491 Caenorhabditis_elegans P-body,Pgranule Regulator 2218009119805810 
LLPS-Cae-0123 V6CLN5 zfh-2 WBGene00022518 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0124 Q9U299 xrn-2 WBGene00006964 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0126 Q9N5E4 CELE_T02H6.11 WBGene00020181 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0127 Q9BL19 rpl-17 WBGene00004429 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0128 Q9TZS5 cct-7 WBGene00020391 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0129 Q95YF3 cgh-1 WBGene00000479 Caenorhabditis_elegans P-body,Pgranule Regulator 2218009119805810 
LLPS-Cae-0130 P34475 tbg-1 WBGene00006540 Caenorhabditis_elegans Centrosome/Spindlepolebody,Pgranule Regulator 2225378319805810 
LLPS-Cae-0131 P42000 B0280.9 WBGene00015104 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0132 P34471 pri-1 WBGene00004180 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0133 Q09543 paa-1 WBGene00003901 Caenorhabditis_elegans Centrosome/Spindlepolebody,Pgranule Regulator 1.72182592333608E+23 
LLPS-Cae-0134 Q95X44 vha-8 WBGene00006917 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0135 Q965Q8 sqv-6 WBGene00005024 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0136 P52819 rpl-22 WBGene00004434 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0137 Q17868 cks-1 WBGene00001051 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0138 Q8MNX1 CELE_T22H9.1 WBGene00020705 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0140 P48158 rpl-23 WBGene00004435 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0141 P34387 crn-7 WBGene00007056 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0142 O17244 tsr-1 WBGene00006647 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0143 Q18853 cyc-1 WBGene00000869 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0144 Q95QZ9 npl-4.2 WBGene00019121 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0145 P34286 pbs-6 WBGene00003952 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0148 O44156 pas-6 WBGene00003927 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0149 Q9GZH5 rpn-1 WBGene00004458 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0150 O44734 CELE_F57B10.8 WBGene00019005 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0152 Q9U757 nxt-1 WBGene00003836 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0153 Q9XW58 CELE_Y75B8A.7 WBGene00013544 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0154 Q27481 uba-1 WBGene00006699 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0155 Q20965 CELE_F58B3.6 WBGene00010232 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0156 Q20206 rps-11 WBGene00004480 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0157 Q18787 rpt-1 WBGene00004501 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0158 Q9XXI9 mcm-2 WBGene00003154 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0160 P34331 plk-1 WBGene00004042 Caenorhabditis_elegans Droplet,Pgranule Regulator 2.85756702691266E+23 
LLPS-Cae-0162 Q93594 ncbp-2 WBGene00009141 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0163 Q7JKY3 dpf-1 WBGene00001054 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0164 Q9U1Q4 glp-4 WBGene00006936 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0165 G5ED29 atx-2 WBGene00000231 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0166 G5EES3 alg-1 WBGene00000105 Caenorhabditis_elegans P-body Regulator 2322496322180090 
LLPS-Cae-0167 Q95Q89 sir-2.4 WBGene00004803 Caenorhabditis_elegans Pgranule Regulator 24013546 
LLPS-Cae-0168 Q21351 gtbp-1 WBGene00010677 Caenorhabditis_elegans Stress-granule Regulator 29523872 
LLPS-Cae-0170 Q17557 sco-1 WBGene00015297 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0171 P48152 rps-3 WBGene00004472 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0172 O45087 dyci-1 WBGene00015927 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0173 P52554 pfd-6 WBGene00009004 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0174 Q10655 elt-2 WBGene00001250 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0175 O16297 mcm-7 WBGene00003159 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0177 Q22792 CELE_T25G3.3 WBGene00012030 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0178 Q9NAN1 uba-2 WBGene00006700 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0179 Q23463 eftu-2 WBGene00001166 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0180 Q10654 cyb-3 WBGene00000868 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0181 P91128 rpl-13 WBGene00004425 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0182 Q7JNG1 atp-3 WBGene00000230 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0183 P90983 rps-29 WBGene00004498 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0184 H2L0M0 pod-2 WBGene00004076 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0185 G5EFT5 hsf-1 WBGene00002004 Caenorhabditis_elegans Stress-granule Regulator 2807678923107490 
LLPS-Cae-0186 Q8MQ03 zen-4 WBGene00006974 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0187 Q20937 let-711 WBGene00002845 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0188 O44480 rpl-20 WBGene00004432 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0189 P49041 rps-5 WBGene00004474 Caenorhabditis_elegans P-body,Pgranule Regulator 2218009119805810 
LLPS-Cae-0190 O01541 aars-2 WBGene00000197 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0191 P49029 mag-1 WBGene00003123 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0192 Q9XW17 car-1 WBGene00012484 Caenorhabditis_elegans P-body,Pgranule Regulator 2.43676952838152E+47 
LLPS-Cae-0193 P90868 pbs-7 WBGene00003953 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0194 O44991 lpd-6 WBGene00003062 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0195 P54812 cdc-48.2 WBGene00008053 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0196 P48166 rpl-36.A WBGene00004454 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0197 P46577 gop-2 WBGene00001661 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0199 G5EFA2 bir-1 WBGene00000249 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0200 Q966I8 pbs-1 WBGene00003947 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0201 Q9NEU5 Y39B6A.33 WBGene00012692 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0203 Q10121 C23G10.2 WBGene00016011 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0204 B3GWC3 ccr-4 WBGene00000376 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0205 P34369 prp-8 WBGene00004187 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0206 Q95005 pas-4 WBGene00003925 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0207 O17915 ran-1 WBGene00004302 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0208 Q04908 rpn-3 WBGene00004460 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0209 P41842 trd-1 WBGene00020600 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0210 P42170 rnr-2 WBGene00004392 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0211 P49405 rpl-5 WBGene00004416 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0212 P91477 pbs-4 WBGene00003950 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0213 P90815 F08B4.7 WBGene00017238 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0214 Q22470 mrps-18b WBGene00011759 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0216 Q93572 rla-0 WBGene00004408 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0217 O01826 C53H9.2 WBGene00016907 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0219 Q19520 ctf-4 WBGene00008921 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0220 Q9TW45 par-1 WBGene00003916 Caenorhabditis_elegans Pgranule Regulator 1946096519805810 
LLPS-Cae-0222 P47207 cct-2 WBGene00000378 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0224 O17607 ruvb-1 WBGene00007784 Caenorhabditis_elegans P-body,Pgranule Regulator 2218009119805810 
LLPS-Cae-0225 Q10923 ntl-2 WBGene00003825 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0226 P48156 rps-8 WBGene00004477 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0227 P49197 rps-21 WBGene00004490 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0228 Q9XUS9 cyk-4 WBGene00000875 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0229 Q9N5V3 imb-3 WBGene00002077 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0230 Q95017 ubc-9 WBGene00006706 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0231 G5EBK3 erm-1 WBGene00001333 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0232 Q9N4A7 npp-20 WBGene00003806 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0233 Q23237 pbs-3 WBGene00003949 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0235 Q968Y9 daf-2 WBGene00000898 Caenorhabditis_elegans Stress-granule,Pgranule Regulator 2807678926976570 
LLPS-Cae-0236 Q9NEU2 pro-3 WBGene00012676 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0237 Q19791 gon-1 WBGene00001650 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0238 P54871 hmgs-1 WBGene00017769 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0240 Q11188 C05D11.9 WBGene00015486 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0241 Q9TVL3 cdk-9 WBGene00000410 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0242 P34556 cdk-1 WBGene00000405 Caenorhabditis_elegans Centrosome/Spindlepolebody,Pericentriolarmatrix,Pgranule Regulator 1.74199922975101E+23 
LLPS-Cae-0243 G5EGH6 fat-7 WBGene00001399 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0245 Q9XVR8 nola-3 WBGene00007708 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0246 Q18445 cyn-12 WBGene00000888 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0247 P37165 ubl-1 WBGene00006725 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0249 Q21999 CELE_R151.8 WBGene00020111 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0250 P34305 rha-2 WBGene00015525 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0251 Q03604 rnr-1 WBGene00004391 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0252 Q967F1 eif-1 WBGene00020868 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0253 Q20589 CELE_F49C12.12 WBGene00009881 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0254 P90735 eat-6 WBGene00001137 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0255 Q8WQA8 rps-20 WBGene00004489 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0256 U4PRA5 smgl-2 WBGene00021365 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0258 Q21902 mcm-5 WBGene00003157 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0259 P20268 ceh-6 WBGene00000431 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0263 Q86G90 npp-9 WBGene00003795 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0264 Q9XVS2 sup-46 WBGene00007706 Caenorhabditis_elegans Pgranule Regulator 28716093 
LLPS-Cae-0265 Q9NAH6 rsks-1 WBGene00012929 Caenorhabditis_elegans Stress-granule Regulator 29523872 
LLPS-Cae-0266 Q21832 rnp-4 WBGene00004387 Caenorhabditis_elegans P-body,Pgranule Regulator 2218009119805810 
LLPS-Cae-0267 K7ZUH9 his-40 WBGene00001876 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0268 O17587 rpoa-12 WBGene00007616 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0271 O45577 cpf-2 WBGene00000774 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0272 Q95QL3 rbm-34 WBGene00008688 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0273 O45734 cpl-1 WBGene00000776 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0274 Q19433 CELE_F13H8.2 WBGene00017435 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0275 Q09236 copd-1 WBGene00015734 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0276 Q10039 gars-1 WBGene00001744 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0278 Q20758 arl-1 WBGene00000187 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0280 Q9XTF3 mbk-2 WBGene00003150 Caenorhabditis_elegans Pgranule Regulator 2.69126681980581E+23 
LLPS-Cae-0281 P17139 emb-9 WBGene00001263 Caenorhabditis_elegans P-body,Pgranule Regulator 2218009119805810 
LLPS-Cae-0282 G5ECU1 skr-1 WBGene00004807 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0286 Q20591 vha-17 WBGene00009882 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0287 O16315 C05C8.7 WBGene00015464 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0289 G5EDT1 lin-35 WBGene00003020 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0291 G5EEZ4 3E324 WBGene00012858 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0292 P52709 tars-1 WBGene00006617 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0294 Q18685 unc-112 WBGene00006836 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0296 Q9BKS1 elc-1 WBGene00001236 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0298 Q9U2A9 Y48B6A.1 WBGene00012978 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0299 Q9TYW1 vha-19 WBGene00021952 Caenorhabditis_elegans P-body,Pgranule Regulator 2218009119805810 
LLPS-Cae-0302 Q9N4J8 cct-3 WBGene00018782 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0304 O01692 rps-17 WBGene00004486 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0305 O18650 rps-19 WBGene00004488 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0306 Q93714 idha-1 WBGene00009664 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0307 O01840 pept-3 WBGene00003878 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0308 Q22078 npp-2 WBGene00003788 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0309 Q86S66 icd-2 WBGene00022042 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0310 Q94402 nol-16 WBGene00013958 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0312 Q9N574 cyp-31a3 WBGene00021200 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0313 O01159 rsp-7 WBGene00004704 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0314 O01441 B0261.1 WBGene00015091 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0316 Q95Y04 rps-28 WBGene00004497 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0317 E2JKZ0 dnc-1 WBGene00001017 Caenorhabditis_elegans Centrosome/Spindlepolebody,Pgranule Regulator 1.53316651818744E+23 
LLPS-Cae-0319 G5EGK1 tln-1 WBGene00006771 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0320 Q8IG67 let-611 WBGene00016750 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0321 G5EC16 smn-1 WBGene00004887 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0322 O17002 dnj-22 WBGene00001040 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0323 P35129 let-70 WBGene00002344 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0324 Q21443 lmn-1 WBGene00003052 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0325 Q21774 adsl-1 WBGene00011064 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0327 Q9NAN2 par-6 WBGene00003921 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0328 Q23402 ZK1127.4 WBGene00022851 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0331 B2D6M2 lin-61 WBGene00003041 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0332 P48162 rpl-25.1 WBGene00004438 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0334 G5EGN2 fat-6 WBGene00001398 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0335 P41932 par-5 WBGene00003920 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0336 G5EEU2 set-25 WBGene00012802 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0340 Q20898 ifet-1 WBGene00004132 Caenorhabditis_elegans Pgranule Regulator 1987549023264730 
LLPS-Cae-0341 Q27876 his-66 WBGene00001922 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0342 Q94420 mel-26 WBGene00003209 Caenorhabditis_elegans Pgranule Regulator 19805813 
LLPS-Cae-0345 Q22021 R53.4 WBGene00011273 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0346 P54811 cdc-48.1 WBGene00007352 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0349 D7SFK1 abcx-1 WBGene00006522 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0350 Q21083 mrpl-10 WBGene00010458 Caenorhabditis_elegans P-body Regulator 22180091 
LLPS-Cae-0353 O01504 C37A2.7 WBGene00016493 Caenorhabditis_elegans P-body Regulator 22180091 
